date,review,score,month,day,tfidf_features
2018-01-07,"This movie is actually pretty freaking awesome! The villain, Loki, is really cool and interesting and there're no more uninteresting side characters as pretty much all the characters that the movie focuses on are the superheroes. The action is fun and plentiful, the acting is good, all the intercourse between the superheroes is fun and playful and overall there are a ton of scenes that just made me smile because of how fun and cool they were. Some weird editing and occasional dragging aside, this movie is a ton of fun.",9,2018-01,Sunday,"acting:0.12, action:0.06, actually:0.13, all:0.13, and:0.27, are:0.15, as:0.07, awesome:0.11, because:0.10, between:0.12, characters:0.15, cool:0.28, fun:0.39, good:0.07, how:0.10, interesting:0.14, is:0.28, just:0.08, loki:0.10, made:0.10, me:0.09, more:0.09, movie:0.13, much:0.09, no:0.10, of:0.13, on:0.08, overall:0.12, pretty:0.23, re:0.13, really:0.09, scenes:0.10, side:0.16, some:0.09, superheroes:0.22, that:0.11, the:0.29, there:0.17, they:0.09, this:0.10, villain:0.12, were:0.09"
2017-12-26,Too much action. Too much CGI. The dialogue is corny and a-typical of bad action movies. Not a must see film.,3,2017-12,Tuesday,"action:0.28, and:0.09, bad:0.28, cgi:0.37, dialogue:0.27, film:0.16, is:0.11, movies:0.17, much:0.40, must:0.29, not:0.15, of:0.10, see:0.19, the:0.08, too:0.49"
2017-12-19,"This movie is an absolute mess of action and misplaced character development. It does everything and nothing, resulting in a very average film that clearly displays a growing problem in this genre.",5,2017-12,Tuesday,"action:0.14, an:0.19, and:0.18, average:0.36, character:0.23, development:0.33, does:0.28, everything:0.26, film:0.16, genre:0.36, in:0.26, is:0.11, it:0.11, movie:0.10, nothing:0.29, of:0.10, that:0.13, this:0.23, very:0.21"
2017-12-14,"Joss Whedon's The Avengers is a truly amazing entry in this growing Marvel Cinematic Universe, and a great film overall. I loved how the film built up it's characters and didn't just plop them together and them automatically get along. The characters didn't always get along and I loved that. All of the casting is perfect especially Tom Hiddleston's Loki. The action scenes also look amazing and the story is pretty great. In the end, I love this film and it is a great ending for Phase One of the MCU. I will give this film a 9.5/10",9,2017-12,Thursday,"10:0.11, action:0.06, all:0.06, along:0.31, also:0.10, always:0.14, amazing:0.19, and:0.22, avengers:0.06, characters:0.14, didn:0.21, end:0.11, especially:0.12, film:0.26, for:0.06, get:0.20, give:0.12, great:0.20, hiddleston:0.14, how:0.10, in:0.11, is:0.18, it:0.09, joss:0.09, just:0.08, loki:0.10, look:0.14, love:0.11, loved:0.25, marvel:0.07, mcu:0.13, of:0.08, one:0.07, overall:0.11, perfect:0.11, pretty:0.11, scenes:0.10, story:0.08, that:0.05, the:0.28, them:0.20, this:0.14, together:0.09, tom:0.13, truly:0.14, universe:0.14, up:0.08, whedon:0.09, will:0.10"
2017-11-27,"A great superhero film classic. It has the perfect mix **** dynamic and fun humor. Truth be told, I prefer DC over Marvel, but there is no denying the true comic book essence and masterfulness of The Avengers. The movie was hyped a lot over the course of a couple of years or so,with tons of trailers and teasers in the individual character films in Phase 1 of the MCU, and to most people, especially comic book fans, this movie does not disappoint. Great characters, a great villain and epic action sequences make it a winner. And any true Marvel fan or comic book fan in general will start feeling that little kid in them start to jump up and down with glee at the end when the Avengers team up to save the city. I have seen a lot of reviewers here criticize the movie for having a bland or simplistic plot, but you have to remember that this movie is a direct adaptation of the Avengers origin story from the comics, which was written back in 1963, when the concept of superheroes coming together to save the planet was not considered a ""thin plot"". All in all, a great superhero movie that appeals greatly to both casual movie watchers and comic book fans. 9/10.",9,2017-11,Monday,"10:0.07, action:0.04, all:0.08, and:0.19, any:0.07, at:0.05, avengers:0.11, back:0.08, be:0.04, book:0.27, both:0.09, but:0.07, character:0.06, characters:0.04, comic:0.24, comics:0.07, coming:0.09, couple:0.09, course:0.09, dc:0.09, does:0.07, down:0.08, end:0.07, epic:0.08, especially:0.08, fan:0.14, fans:0.16, film:0.04, films:0.06, for:0.04, from:0.05, fun:0.06, great:0.16, has:0.05, have:0.09, having:0.09, here:0.08, humor:0.07, in:0.20, individual:0.10, is:0.06, it:0.05, little:0.07, lot:0.13, make:0.06, marvel:0.09, mcu:0.08, most:0.06, movie:0.16, no:0.06, not:0.08, of:0.21, or:0.17, over:0.14, people:0.07, perfect:0.07, plot:0.12, save:0.18, seen:0.06, sequences:0.08, so:0.05, start:0.16, story:0.05, superhero:0.10, superheroes:0.07, team:0.07, that:0.10, the:0.32, them:0.06, there:0.05, this:0.06, to:0.16, together:0.06, true:0.17, up:0.10, villain:0.07, was:0.11, when:0.12, which:0.07, will:0.06, with:0.08, written:0.09, years:0.08, you:0.04"
2017-11-16,The Avengers is a very well developed and extremely enjoyable movie for kids and adults to see. The Avengers are some of the best Marvel characters and characters of all time. The plot is amazing. And the action makes this film so exciting and fun to see. 10/10.,10,2017-11,Thursday,"10:0.37, action:0.10, all:0.10, amazing:0.16, and:0.31, are:0.12, avengers:0.20, best:0.12, characters:0.23, enjoyable:0.23, exciting:0.23, extremely:0.23, film:0.11, for:0.10, fun:0.15, is:0.15, makes:0.19, marvel:0.12, movie:0.07, of:0.14, plot:0.16, see:0.26, so:0.13, some:0.14, the:0.29, this:0.08, time:0.13, to:0.15, very:0.14, well:0.14"
2017-11-13,"Mi fanboy interior siempre critica las películas de superheroes pero esta la verdad que es una joya. No le veo errores, la disfrutó como la primera vez siempre que la veo.",10,2017-11,Monday,"de:0.20, la:0.84, no:0.13, que:0.41, superheroes:0.14, una:0.22"
2017-09-13,"With The Avengers, Joss Whedon had the impossible task of taking four different franchises with loose connective tissue, and bringing them all together for a massive superhero team-up adventure. And my word, does he pull it off. In fact, he absolutely nails it. These characters, as different as they are, feel like they belong together in this movie. The talent of the actors portraying them, paired with Whedon's witty dialogue, makes for excellent banter.

The movie actually gets off to a rocky start, with the first five minutes or so feeling oddly cheap, but after the title card comes up, it's an absolute blast from beginning to end. This film provided me with one of the best theater-going experiences I've ever had, and even after watching it upwards to 20 times at home, it has never gotten old.

The characters are great. The action is mind-blowing. There's tons of heart. It might not be the deepest examination of these characters that we've ever seen, but this is what blockbuster filmmaking is all about. The Avengers promised a massively fun mashup of crazy and powerful comic book characters, and Joss Whedon has masterfully fulfilled that promise.",10,2017-09,Wednesday,"about:0.06, absolutely:0.09, action:0.04, actors:0.09, actually:0.09, after:0.17, all:0.09, an:0.06, and:0.13, are:0.10, as:0.10, at:0.06, avengers:0.08, be:0.05, beginning:0.10, best:0.05, blockbuster:0.09, book:0.08, bringing:0.10, but:0.08, characters:0.20, comes:0.10, comic:0.07, dialogue:0.08, different:0.20, does:0.08, end:0.08, even:0.07, ever:0.14, excellent:0.09, fact:0.10, feel:0.08, film:0.05, first:0.07, for:0.08, from:0.06, fun:0.07, gets:0.09, going:0.08, great:0.05, had:0.13, has:0.12, he:0.14, in:0.08, is:0.10, it:0.19, joss:0.14, like:0.05, makes:0.08, me:0.06, mind:0.10, minutes:0.10, movie:0.06, my:0.06, never:0.08, not:0.05, of:0.18, off:0.16, old:0.11, one:0.05, or:0.07, seen:0.07, so:0.05, start:0.09, superhero:0.06, team:0.08, that:0.08, the:0.30, theater:0.10, them:0.15, there:0.06, these:0.16, they:0.12, this:0.10, times:0.08, to:0.09, together:0.13, up:0.12, ve:0.15, watching:0.09, we:0.08, what:0.06, whedon:0.19, with:0.22, witty:0.10"
2017-08-11,"A fantastic, exuberant movie oozing with spectacular action and hysterical comedy. There's plenty of over-the-top moments but that's part of the film's character and they do a lot to show how engaging the Avengers are as a unit. The story is quite good but it remains obvious where the film truly excels.",8,2017-08,Friday,"action:0.10, and:0.13, are:0.13, as:0.12, avengers:0.10, but:0.20, character:0.16, comedy:0.21, do:0.17, fantastic:0.21, film:0.23, good:0.12, how:0.17, is:0.08, it:0.08, lot:0.18, moments:0.19, movie:0.07, of:0.14, over:0.20, part:0.20, quite:0.21, show:0.21, spectacular:0.24, story:0.14, that:0.09, the:0.30, there:0.14, they:0.14, to:0.08, top:0.22, truly:0.23, where:0.21, with:0.10"
2017-08-07,"The Avengers is one of the best superhero movies ever made, joining Marvel's best-known heroes with an outstanding villain and incredible special effects.",10,2017-08,Monday,"an:0.21, and:0.10, avengers:0.16, best:0.38, effects:0.24, ever:0.26, heroes:0.25, incredible:0.34, is:0.12, made:0.26, marvel:0.19, movies:0.19, of:0.11, one:0.18, special:0.27, superhero:0.21, the:0.19, villain:0.30, with:0.16"
2017-07-30,"I just loved the movie.Great Acting, the avengers and Loki were just amazing. Great Job directing this movie Joss **** of my favorite movies.10/10",10,2017-07,Sunday,"10:0.48, acting:0.24, amazing:0.21, and:0.08, avengers:0.13, favorite:0.26, great:0.28, job:0.25, joss:0.20, just:0.33, loki:0.21, loved:0.27, movie:0.19, movies:0.15, my:0.17, of:0.09, the:0.15, this:0.10, were:0.20"
2017-06-14,"Yeah... Nah. Very generic superhero movie, boring characters and just overall not great. Very 'high budget summer movie'-ish. Definitely watch Guardians of the Galaxy instead.",3,2017-06,Wednesday,"and:0.10, boring:0.33, characters:0.18, definitely:0.29, great:0.17, high:0.37, just:0.19, movie:0.22, not:0.16, of:0.11, overall:0.29, summer:0.32, superhero:0.20, the:0.09, very:0.43, watch:0.25"
2017-06-05,"Nick Fury is the director of S.H.I.E.L.D., an international peace-keeping agency. The agency is a who's who of Marvel Super Heroes, with Iron Man, The Incredible Hulk, Thor, Captain America, Hawkeye and Black Widow. When global security is threatened by Loki and his cohorts, Nick Fury and his team will need all their powers to save the world from disaster.",9,2017-06,Monday,"all:0.08, america:0.13, an:0.10, and:0.14, black:0.15, by:0.11, captain:0.13, director:0.17, from:0.11, fury:0.37, hawkeye:0.16, heroes:0.12, his:0.28, hulk:0.11, incredible:0.17, iron:0.11, is:0.17, loki:0.12, man:0.11, marvel:0.09, need:0.18, nick:0.38, of:0.11, save:0.19, super:0.14, team:0.14, the:0.18, their:0.13, thor:0.12, to:0.06, when:0.12, who:0.26, widow:0.15, will:0.12, with:0.08, world:0.17"
2017-06-02,"perhaps the best superhero movie as a whole! I cannot think of any problems with this movie. everyone makes decent appearance and 2:20 movie duration is great, and it is never boring.",9,2017-06,Friday,"and:0.17, any:0.24, as:0.16, best:0.16, boring:0.29, cannot:0.33, decent:0.33, everyone:0.27, great:0.15, is:0.20, it:0.10, makes:0.26, movie:0.29, never:0.25, of:0.09, superhero:0.17, the:0.08, think:0.24, this:0.10, whole:0.28, with:0.14"
2017-06-01,"Quando foi anunciado que o filme seria dirigido por Joss Whedon,os fás ficaram com expectativas baixas em relação ao diretor e o jugaram não merecedor de um filme dessa importância dentro do universo marvel,afinal foram anos de espera para que finalmente pudesse se ver os heróis mais poderosos da terra juntos,as expectativas foram baixas mas o filme foi lançado e junto com ele as más línguas foram calada,afinal o filme foi um sucesso,os que desacreditavam começaram a acreditar,os nerds foram a loucura,as redes sócias só falavam disso,pelo simples motivo de vingadores ser um dos melhores filmes da expansão do universo cinematográfico da marvel até hoje,superando até mesmo sua estimada sequencia.

o filme que é dirigido e roteirizado por um fã e escritor de quadrinhos tem um estilo própio e se diferencia da maioria dos blockbusters,afinal o filme é lotado de referencias a cultura geek temos Shakespeare, O Senhor dos Anéis, Stephen Hawking entre varias outras espalhadas pelo filme,alem do tom comico encaixar perfeitamente no estilo de trama apresentado.
Thor: He’s my brother.

Natasha Romanoff: He killed 80 people in 2 days.

Thor: …He’s adopted.

O filme também não se preocupa em mostrar a origem,motivações,habilidades de cada membro afinal isso já tinha sido mostrado aõ longo dos anos,oque deixa muito mais espaço para que se possa produzir uma trama original e objetiva,e nisso o filme é perfeito,em 2:10 de filme,Whedon consegue nos apresentar muita coisa sem em nenhum momento o enredo ficar cansativo ou massante,alem de ele saber muito bem como desenvolver cada personagem perfeitamente sem deixar outro de lado,isso é uma coisa admirável,em um filme de um grupo de super heróis com 6 membros,era de se esperar que pelo menos um deles ficasse como personagem secundário ou não tivesse nenhuma relevância na **** cenas de ação utilizam muito bem o elemento de trabalho em equipe e as características próprias de cada personagem,tudo isso realçado por um dos melhores vilões do universo cinematográfico da marvel,afinal loki(Tom Hiddleston) se mostra tudo oque ele tinha que ser,persuativo,arrogante e carismático,conseguindo carregar com maestria o papel de vilão de uma equipe formada pelos seres mais poderosos da terra.Adicione frases marcantes,Diálogos bem construídos,um enredo espetacular e você terá o filme,não tem como ser ruim

Apesar de o filme ter alguns poucos erros de continuidade e timing,eles nunca Sobrepõem as suas qualidades,afinal o filme cumpre o trabalho de mostrar uma equipe de super-heróis e consegue com perfeição dar a profundidade e desenvolvimento necessário pra cada um.

nota:89",8,2017-06,Thursday,"10:0.02, as:0.08, de:0.73, do:0.09, filme:0.56, he:0.07, hiddleston:0.03, in:0.01, joss:0.02, loki:0.02, marvel:0.05, my:0.02, no:0.02, people:0.02, por:0.11, que:0.24, se:0.22, super:0.05, thor:0.04, tom:0.06, whedon:0.04"
2017-06-01,"When Thor's evil brother, Loki (Tom Hiddleston), gains access to the unlimited power of the energy cube called the Tesseract, Nick Fury (Samuel L. Jackson), director of S.H.I.E.L.D., initiates a superhero recruitment effort to defeat the unprecedented threat to Earth. Joining Fury's ""dream team"" are Iron Man (Robert Downey Jr.), Captain America (Chris Evans), the Hulk (Mark Ruffalo), Thor (Chris Hemsworth), the Black Widow (Scarlett Johansson) and Hawkeye (Jeremy Renner).",6,2017-06,Thursday,"america:0.12, and:0.04, are:0.09, black:0.14, captain:0.12, chris:0.33, director:0.16, downey:0.14, earth:0.17, evans:0.17, fury:0.34, hawkeye:0.14, hemsworth:0.17, hiddleston:0.16, hulk:0.10, iron:0.10, jackson:0.17, jeremy:0.17, johansson:0.16, jr:0.14, loki:0.11, man:0.10, mark:0.13, nick:0.18, of:0.10, renner:0.17, robert:0.14, ruffalo:0.13, samuel:0.17, scarlett:0.16, superhero:0.09, team:0.13, the:0.25, thor:0.22, to:0.16, tom:0.16, when:0.11, widow:0.14"
